"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Scaled F1 Sample"	"Abundances Scaled F2 Sample"	"Abundances Scaled F3 Sample"	"Abundances Scaled F4 Sample"	"Abundances Scaled F5 Sample"	"Abundances Scaled F6 Sample"	"Abundances Scaled F7 Sample"	"Abundances Scaled F8 Sample"	"Abundances Scaled F9 Sample"	"Abundances Scaled F10 Sample"	"Abundances Scaled F11 Sample"	"Abundances Scaled F12 Sample"	"Abundances Scaled F13 Sample"	"Abundances Scaled F14 Sample"	"Abundances Scaled F15 Sample"	"Abundances Scaled F16 Sample"	"Abundances Scaled F17 Sample"	"Abundances Scaled F18 Sample"	"Abundances Scaled F19 Sample"	"Abundances Scaled F20 Sample"	"Abundances Scaled F21 Sample"	"Abundances Scaled F22 Sample"	"Abundances Scaled F23 Sample"	"Abundances Scaled F24 Sample"	"Abundances Scaled F25 Sample"	"Abundances Scaled F26 Sample"	"Abundances Scaled F27 Sample"	"Abundances Scaled F28 Sample"	"Abundances Scaled F29 Sample"	"Abundances Scaled F30 Sample"	"Abundances Scaled F31 Sample"	"Abundances Scaled F32 Sample"	"Abundances Normalized F1 Sample"	"Abundances Normalized F2 Sample"	"Abundances Normalized F3 Sample"	"Abundances Normalized F4 Sample"	"Abundances Normalized F5 Sample"	"Abundances Normalized F6 Sample"	"Abundances Normalized F7 Sample"	"Abundances Normalized F8 Sample"	"Abundances Normalized F9 Sample"	"Abundances Normalized F10 Sample"	"Abundances Normalized F11 Sample"	"Abundances Normalized F12 Sample"	"Abundances Normalized F13 Sample"	"Abundances Normalized F14 Sample"	"Abundances Normalized F15 Sample"	"Abundances Normalized F16 Sample"	"Abundances Normalized F17 Sample"	"Abundances Normalized F18 Sample"	"Abundances Normalized F19 Sample"	"Abundances Normalized F20 Sample"	"Abundances Normalized F21 Sample"	"Abundances Normalized F22 Sample"	"Abundances Normalized F23 Sample"	"Abundances Normalized F24 Sample"	"Abundances Normalized F25 Sample"	"Abundances Normalized F26 Sample"	"Abundances Normalized F27 Sample"	"Abundances Normalized F28 Sample"	"Abundances Normalized F29 Sample"	"Abundances Normalized F30 Sample"	"Abundances Normalized F31 Sample"	"Abundances Normalized F32 Sample"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Abundance F4 Sample"	"Abundance F5 Sample"	"Abundance F6 Sample"	"Abundance F7 Sample"	"Abundance F8 Sample"	"Abundance F9 Sample"	"Abundance F10 Sample"	"Abundance F11 Sample"	"Abundance F12 Sample"	"Abundance F13 Sample"	"Abundance F14 Sample"	"Abundance F15 Sample"	"Abundance F16 Sample"	"Abundance F17 Sample"	"Abundance F18 Sample"	"Abundance F19 Sample"	"Abundance F20 Sample"	"Abundance F21 Sample"	"Abundance F22 Sample"	"Abundance F23 Sample"	"Abundance F24 Sample"	"Abundance F25 Sample"	"Abundance F26 Sample"	"Abundance F27 Sample"	"Abundance F28 Sample"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Abundance F31 Sample"	"Abundance F32 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Found in Sample in S5 F5 Sample"	"Found in Sample in S6 F6 Sample"	"Found in Sample in S7 F7 Sample"	"Found in Sample in S8 F8 Sample"	"Found in Sample in S9 F9 Sample"	"Found in Sample in S10 F10 Sample"	"Found in Sample in S11 F11 Sample"	"Found in Sample in S12 F12 Sample"	"Found in Sample in S13 F13 Sample"	"Found in Sample in S14 F14 Sample"	"Found in Sample in S15 F15 Sample"	"Found in Sample in S16 F16 Sample"	"Found in Sample in S17 F17 Sample"	"Found in Sample in S18 F18 Sample"	"Found in Sample in S19 F19 Sample"	"Found in Sample in S20 F20 Sample"	"Found in Sample in S21 F21 Sample"	"Found in Sample in S22 F22 Sample"	"Found in Sample in S23 F23 Sample"	"Found in Sample in S24 F24 Sample"	"Found in Sample in S25 F25 Sample"	"Found in Sample in S26 F26 Sample"	"Found in Sample in S27 F27 Sample"	"Found in Sample in S28 F28 Sample"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Found in Sample in S31 F31 Sample"	"Found in Sample in S32 F32 Sample"	"Number of Protein Groups"	"Modifications"
"-2050551167936510610"	"False"	"High"	"IsMasterProtein"	"Q01813"	"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2"	"0.000"	"False"	"11.502"	"5"	"4"	"12"	"2"	"784"	"85.5"	"7.55"	"11.23"	"4"	"0"	""	"224.0"	"37.7"	""	""	""	""	""	""	""	"119.6"	""	""	""	"152.5"	"120.1"	"143.6"	""	"232.3"	"78.7"	"212.5"	"100.6"	"405.3"	"81.9"	"101.8"	"140.1"	"465.7"	"142.8"	"51.4"	""	"389.4"	""	""	"1792883.91437377"	"301734.186822963"	""	""	""	""	""	""	""	"957080.226479214"	""	""	""	"1220624.98001183"	"960766.12144801"	"1149484.05898065"	""	"1858788.7579587"	"630188.75675144"	"1700370.8592421"	"804810.625912904"	"3243324.24409367"	"655783.947433296"	"814417.487791241"	"1121390.68629736"	"3726584.95260395"	"1142758.69105966"	"411306.98565596"	""	"3116217.80572428"	""	""	"263639.5625"	"60993.765625"	""	""	""	""	""	""	""	"384518.65625"	""	""	""	"123348.328125"	"944486.75"	"489092.4375"	""	"556750.9375"	"118597.2578125"	"621105.265625"	"134378.421875"	"1255807.625"	"147314.015625"	"84979.71875"	"1039039.625"	"855011.3125"	"783283.0625"	"256866.125"	""	"589724"	""	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"5723673544190429239"	"False"	"High"	"None"	"B1APP6"	"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2"	"0.000"	"False"	"5.691"	"3"	"2"	"8"	"1"	"568"	"62.5"	"8.06"	"6.81"	"2"	"0"	""	""	""	""	""	""	""	""	""	""	"909.2"	""	""	""	""	"549.8"	"597.5"	""	""	""	"1143.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"957080.226479214"	""	""	""	""	"578747.195510265"	"629006.180708501"	""	""	""	"1203667.09151612"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"384518.65625"	""	""	""	""	"568940.8125"	"267635"	""	""	""	"439671.125"	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-5063004496102816762"	"False"	"High"	"None"	"V9GYV7"	"ATP-dependent 6-phosphofructokinase, platelet type (Fragment) OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=1"	"0.005"	"False"	"2.570"	"7"	"1"	"2"	"1"	"113"	"12.1"	"8.31"	"0.00"	"1"	"0"	""	"258.0"	"43.4"	""	""	""	""	""	""	""	""	""	""	""	"175.6"	"55.0"	"74.9"	""	"267.5"	"90.7"	"71.5"	"115.8"	"466.7"	"94.4"	"117.2"	"161.4"	"536.2"	"164.4"	"59.2"	""	"448.4"	""	""	"1792883.91437377"	"301734.186822963"	""	""	""	""	""	""	""	""	""	""	""	"1220624.98001183"	"382018.925937745"	"520477.878272149"	""	"1858788.7579587"	"630188.75675144"	"496703.767725979"	"804810.625912904"	"3243324.24409367"	"655783.947433296"	"814417.487791241"	"1121390.68629736"	"3726584.95260395"	"1142758.69105966"	"411306.98565596"	""	"3116217.80572428"	""	""	"263639.5625"	"60993.765625"	""	""	""	""	""	""	""	""	""	""	""	"123348.328125"	"375545.9375"	"221457.4375"	""	"556750.9375"	"118597.2578125"	"181434.140625"	"134378.421875"	"1255807.625"	"147314.015625"	"84979.71875"	"1039039.625"	"855011.3125"	"783283.0625"	"256866.125"	""	"589724"	""	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"-6919788741545587334"	"False"	"High"	"None"	"V9GY25"	"ATP-dependent 6-phosphofructokinase, platelet type (Fragment) OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=1"	"0.009"	"False"	"2.183"	"8"	"1"	"7"	"0"	"118"	"12.9"	"7.25"	"4.53"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"2"	""
"6409947603121679202"	"False"	"High"	"None"	"Q5VSR5"	"ATP-dependent 6-phosphofructokinase, platelet type (Fragment) OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=1"	"0.000"	"False"	"5.811"	"8"	"2"	"4"	"1"	"210"	"22.7"	"5.20"	"4.43"	"2"	"0"	""	"258.0"	"43.4"	""	""	""	""	""	""	""	""	""	""	""	"175.6"	"55.0"	"74.9"	""	"267.5"	"90.7"	"71.5"	"115.8"	"466.7"	"94.4"	"117.2"	"161.4"	"536.2"	"164.4"	"59.2"	""	"448.4"	""	""	"1792883.91437377"	"301734.186822963"	""	""	""	""	""	""	""	""	""	""	""	"1220624.98001183"	"382018.925937745"	"520477.878272149"	""	"1858788.7579587"	"630188.75675144"	"496703.767725979"	"804810.625912904"	"3243324.24409367"	"655783.947433296"	"814417.487791241"	"1121390.68629736"	"3726584.95260395"	"1142758.69105966"	"411306.98565596"	""	"3116217.80572428"	""	""	"263639.5625"	"60993.765625"	""	""	""	""	""	""	""	""	""	""	""	"123348.328125"	"375545.9375"	"221457.4375"	""	"556750.9375"	"118597.2578125"	"181434.140625"	"134378.421875"	"1255807.625"	"147314.015625"	"84979.71875"	"1039039.625"	"855011.3125"	"783283.0625"	"256866.125"	""	"589724"	""	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"2859585786570282431"	"False"	"High"	"IsMasterProtein"	"P08237"	"ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2"	"0.000"	"False"	"40.516"	"12"	"8"	"15"	"6"	"780"	"85.1"	"7.99"	"23.64"	"8"	"2"	"128.6"	"10.7"	"58.2"	""	"88.4"	"6.3"	"67.7"	"203.9"	"180.5"	"160.0"	"136.8"	""	"211.0"	"115.9"	""	"91.2"	"140.9"	"88.1"	"106.5"	"152.1"	"87.4"	"33.0"	"84.1"	"96.4"	"59.8"	"56.6"	"111.3"	"311.1"	"64.8"	"66.4"	"70.5"	"211.8"	"7808284.94146114"	"649983.870921863"	"3537573.33676742"	""	"5369032.0390625"	"381313.521750518"	"4111767.97772038"	"12382576.2253979"	"10962460.202251"	"9715022.59508887"	"8307577.8649506"	""	"12811810.3429193"	"7037345.44512408"	""	"5536745.48151472"	"8555301.50009354"	"5352862.25117521"	"6469124.443017"	"9239314.77077355"	"5309407.43981346"	"2003165.31073935"	"5107322.68989038"	"5852282.32952078"	"3634226.0788052"	"3439194.84861301"	"6757843.57316664"	"18895701.4253708"	"3937342.2325538"	"4033104.24228174"	"4279911.55934099"	"12861257.4153739"	"3940357.828125"	"95578.671875"	"715099.34375"	""	"5369032.0390625"	"63754.3203125"	"1433241.625"	"3706280"	"3394154"	"4339274.5"	"3337670.75"	""	"3529436.015625"	"477462.34375"	""	"5442930"	"3640183.8125"	"1002003.0625"	"1937654.875"	"1738776.4921875"	"1939400.984375"	"334466.5"	"1977543.5"	"1314645.1875"	"379210.3125"	"3186632.25"	"1550490"	"12951713.25"	"2458917.25"	"3149611"	"809945.4921875"	"1695491.078125"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"4632284290608432110"	"False"	"High"	"None"	"F8VZI0"	"ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=10"	"0.000"	"False"	"34.718"	"11"	"6"	"7"	"5"	"694"	"75.8"	"7.66"	"16.92"	"6"	"0"	"129.6"	"10.8"	"58.7"	""	"89.1"	"6.3"	"68.3"	"205.6"	"182.0"	"161.3"	"137.9"	""	"212.7"	"116.8"	""	"91.9"	"142.0"	"88.9"	"107.4"	"153.4"	"88.1"	"33.3"	"84.8"	"97.2"	"60.3"	"57.1"	"112.2"	"287.5"	"65.4"	"67.0"	"71.0"	"213.5"	"7808284.94146114"	"649983.870921863"	"3537573.33676742"	""	"5369032.0390625"	"381313.521750518"	"4111767.97772038"	"12382576.2253979"	"10962460.202251"	"9715022.59508887"	"8307577.8649506"	""	"12811810.3429193"	"7037345.44512408"	""	"5536745.48151472"	"8555301.50009354"	"5352862.25117521"	"6469124.443017"	"9239314.77077355"	"5309407.43981346"	"2003165.31073935"	"5107322.68989038"	"5852282.32952078"	"3634226.0788052"	"3439194.84861301"	"6757843.57316664"	"17319662.6189464"	"3937342.2325538"	"4033104.24228174"	"4279911.55934099"	"12861257.4153739"	"3940357.828125"	"95578.671875"	"715099.34375"	""	"5369032.0390625"	"63754.3203125"	"1433241.625"	"3706280"	"3394154"	"4339274.5"	"3337670.75"	""	"3529436.015625"	"477462.34375"	""	"5442930"	"3640183.8125"	"1002003.0625"	"1937654.875"	"1738776.4921875"	"1939400.984375"	"334466.5"	"1977543.5"	"1314645.1875"	"379210.3125"	"3186632.25"	"1550490"	"11871446.25"	"2458917.25"	"3149611"	"809945.4921875"	"1695491.078125"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-6773646294359095239"	"False"	"High"	"None"	"F8VSF7"	"ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=1"	"0.000"	"False"	"11.159"	"19"	"1"	"1"	"1"	"102"	"11.0"	"8.54"	"2.71"	"1"	"0"	"146.9"	""	"56.0"	""	"105.0"	""	"81.6"	"245.7"	"217.6"	"192.8"	"161.0"	""	"241.3"	"139.7"	""	"109.9"	"141.9"	"106.2"	"128.4"	"159.6"	"91.1"	"39.8"	"101.4"	"107.7"	"72.1"	"68.3"	"134.1"	"90.6"	""	"80.0"	"75.8"	"105.7"	"7403132.5341328"	""	"2819591.31867679"	""	"5289487.5"	""	"4111767.97772038"	"12382576.2253979"	"10962460.202251"	"9715022.59508887"	"8110998.27077926"	""	"12158864.3817743"	"7037345.44512408"	""	"5536745.48151472"	"7151010.71190636"	"5352862.25117521"	"6469124.443017"	"8043339.93753792"	"4592713.46969441"	"2003165.31073935"	"5107322.68989038"	"5425632.3474145"	"3634226.0788052"	"3439194.84861301"	"6757843.57316664"	"4564834.2925707"	""	"4033104.24228174"	"3821606.58749438"	"5325574.23775783"	"3735902.5"	""	"569963.5625"	""	"5289487.5"	""	"1433241.625"	"3706280"	"3394154"	"4339274.5"	"3258692.5"	""	"3349560.5"	"477462.34375"	""	"5442930"	"3042674"	"1002003.0625"	"1937654.875"	"1513702.125"	"1677609.625"	"334466.5"	"1977543.5"	"1218803.375"	"379210.3125"	"3186632.25"	"1550490"	"3128882.25"	""	"3149611"	"723214.25"	"702066.9375"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-8534346926722049919"	"False"	"High"	"None"	"F8VP00"	"ATP-dependent 6-phosphofructokinase, muscle type (Fragment) OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=8"	"0.000"	"False"	"22.643"	"24"	"3"	"3"	"3"	"176"	"18.5"	"7.40"	"9.31"	"3"	"0"	"135.1"	""	"51.5"	""	"98.0"	"7.0"	"75.0"	"226.0"	"200.1"	"177.3"	"148.0"	""	"221.9"	"128.4"	""	"101.1"	"130.5"	"97.7"	"118.1"	"159.1"	"83.8"	"36.6"	"93.2"	"106.8"	"66.3"	"62.8"	"123.3"	"179.9"	""	"73.6"	"78.1"	"220.7"	"7403132.5341328"	""	"2819591.31867679"	""	"5369032.0390625"	"381313.521750518"	"4111767.97772038"	"12382576.2253979"	"10962460.202251"	"9715022.59508887"	"8110998.27077926"	""	"12158864.3817743"	"7037345.44512408"	""	"5536745.48151472"	"7151010.71190636"	"5352862.25117521"	"6469124.443017"	"8715891.02940678"	"4592713.46969441"	"2003165.31073935"	"5107322.68989038"	"5852282.32952078"	"3634226.0788052"	"3439194.84861301"	"6757843.57316664"	"9858877.60878413"	""	"4033104.24228174"	"4279911.55934099"	"12090095.506076"	"3735902.5"	""	"569963.5625"	""	"5369032.0390625"	"63754.3203125"	"1433241.625"	"3706280"	"3394154"	"4339274.5"	"3258692.5"	""	"3349560.5"	"477462.34375"	""	"5442930"	"3042674"	"1002003.0625"	"1937654.875"	"1640271.6875"	"1677609.625"	"334466.5"	"1977543.5"	"1314645.1875"	"379210.3125"	"3186632.25"	"1550490"	"6757587.5"	""	"3149611"	"809945.4921875"	"1593829.3125"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-9008920961437303855"	"False"	"High"	"None"	"F8VYK8"	"ATP-dependent 6-phosphofructokinase, muscle type (Fragment) OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=8"	"0.000"	"False"	"11.159"	"13"	"1"	"1"	"1"	"149"	"16.3"	"6.89"	"2.71"	"1"	"0"	"146.9"	""	"56.0"	""	"105.0"	""	"81.6"	"245.7"	"217.6"	"192.8"	"161.0"	""	"241.3"	"139.7"	""	"109.9"	"141.9"	"106.2"	"128.4"	"159.6"	"91.1"	"39.8"	"101.4"	"107.7"	"72.1"	"68.3"	"134.1"	"90.6"	""	"80.0"	"75.8"	"105.7"	"7403132.5341328"	""	"2819591.31867679"	""	"5289487.5"	""	"4111767.97772038"	"12382576.2253979"	"10962460.202251"	"9715022.59508887"	"8110998.27077926"	""	"12158864.3817743"	"7037345.44512408"	""	"5536745.48151472"	"7151010.71190636"	"5352862.25117521"	"6469124.443017"	"8043339.93753792"	"4592713.46969441"	"2003165.31073935"	"5107322.68989038"	"5425632.3474145"	"3634226.0788052"	"3439194.84861301"	"6757843.57316664"	"4564834.2925707"	""	"4033104.24228174"	"3821606.58749438"	"5325574.23775783"	"3735902.5"	""	"569963.5625"	""	"5289487.5"	""	"1433241.625"	"3706280"	"3394154"	"4339274.5"	"3258692.5"	""	"3349560.5"	"477462.34375"	""	"5442930"	"3042674"	"1002003.0625"	"1937654.875"	"1513702.125"	"1677609.625"	"334466.5"	"1977543.5"	"1218803.375"	"379210.3125"	"3186632.25"	"1550490"	"3128882.25"	""	"3149611"	"723214.25"	"702066.9375"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"6926906558585649289"	"False"	"High"	"None"	"F8VW30"	"ATP-dependent 6-phosphofructokinase, muscle type (Fragment) OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=8"	"0.000"	"False"	"11.159"	"16"	"1"	"1"	"1"	"116"	"12.4"	"8.98"	"2.71"	"1"	"0"	"146.9"	""	"56.0"	""	"105.0"	""	"81.6"	"245.7"	"217.6"	"192.8"	"161.0"	""	"241.3"	"139.7"	""	"109.9"	"141.9"	"106.2"	"128.4"	"159.6"	"91.1"	"39.8"	"101.4"	"107.7"	"72.1"	"68.3"	"134.1"	"90.6"	""	"80.0"	"75.8"	"105.7"	"7403132.5341328"	""	"2819591.31867679"	""	"5289487.5"	""	"4111767.97772038"	"12382576.2253979"	"10962460.202251"	"9715022.59508887"	"8110998.27077926"	""	"12158864.3817743"	"7037345.44512408"	""	"5536745.48151472"	"7151010.71190636"	"5352862.25117521"	"6469124.443017"	"8043339.93753792"	"4592713.46969441"	"2003165.31073935"	"5107322.68989038"	"5425632.3474145"	"3634226.0788052"	"3439194.84861301"	"6757843.57316664"	"4564834.2925707"	""	"4033104.24228174"	"3821606.58749438"	"5325574.23775783"	"3735902.5"	""	"569963.5625"	""	"5289487.5"	""	"1433241.625"	"3706280"	"3394154"	"4339274.5"	"3258692.5"	""	"3349560.5"	"477462.34375"	""	"5442930"	"3042674"	"1002003.0625"	"1937654.875"	"1513702.125"	"1677609.625"	"334466.5"	"1977543.5"	"1218803.375"	"379210.3125"	"3186632.25"	"1550490"	"3128882.25"	""	"3149611"	"723214.25"	"702066.9375"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"8478173603184110668"	"False"	"High"	"None"	"F8VTQ3"	"ATP-dependent 6-phosphofructokinase, muscle type (Fragment) OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2"	"0.000"	"False"	"11.159"	"17"	"1"	"1"	"1"	"111"	"11.9"	"6.05"	"2.71"	"1"	"0"	"146.9"	""	"56.0"	""	"105.0"	""	"81.6"	"245.7"	"217.6"	"192.8"	"161.0"	""	"241.3"	"139.7"	""	"109.9"	"141.9"	"106.2"	"128.4"	"159.6"	"91.1"	"39.8"	"101.4"	"107.7"	"72.1"	"68.3"	"134.1"	"90.6"	""	"80.0"	"75.8"	"105.7"	"7403132.5341328"	""	"2819591.31867679"	""	"5289487.5"	""	"4111767.97772038"	"12382576.2253979"	"10962460.202251"	"9715022.59508887"	"8110998.27077926"	""	"12158864.3817743"	"7037345.44512408"	""	"5536745.48151472"	"7151010.71190636"	"5352862.25117521"	"6469124.443017"	"8043339.93753792"	"4592713.46969441"	"2003165.31073935"	"5107322.68989038"	"5425632.3474145"	"3634226.0788052"	"3439194.84861301"	"6757843.57316664"	"4564834.2925707"	""	"4033104.24228174"	"3821606.58749438"	"5325574.23775783"	"3735902.5"	""	"569963.5625"	""	"5289487.5"	""	"1433241.625"	"3706280"	"3394154"	"4339274.5"	"3258692.5"	""	"3349560.5"	"477462.34375"	""	"5442930"	"3042674"	"1002003.0625"	"1937654.875"	"1513702.125"	"1677609.625"	"334466.5"	"1977543.5"	"1218803.375"	"379210.3125"	"3186632.25"	"1550490"	"3128882.25"	""	"3149611"	"723214.25"	"702066.9375"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
